Size, Compilation, Type, Time
100000, "-O2", "Built-in", 0.016521
100000, "-O3", "Sequential", 0.012794
100000, "-O3", "Parallel", 0.305745
100000, "-O3", "Built-in", 0.018036
100000, "-O1", "Sequential", 0.014931
100000, "-O1", "Parallel", 0.241502
100000, "-O1", "Built-in", 0.017266
100000, "-O2", "Sequential", 0.013481
100000, "-O2", "Parallel", 0.259981
100000, "-O2", "Built-in", 0.016350
100000, "-O3", "Sequential", 0.013556
100000, "-O3", "Parallel", 0.321850
100000, "-O3", "Built-in", 0.017607
100000, "-O1", "Sequential", 0.016707
100000, "-O1", "Parallel", 0.274088
100000, "-O1", "Built-in", 0.017536
100000, "-O2", "Sequential", 0.014855
100000, "-O2", "Parallel", 0.351736
100000, "-O2", "Built-in", 0.018523
100000, "-O3", "Sequential", 0.011600
100000, "-O3", "Parallel", 0.228898
100000, "-O3", "Built-in", 0.016461
430, "-O1", "Sequential", 0.000048
430, "-O1", "Parallel", 0.109637
430, "-O1", "Built-in", 0.000178
430, "-O2", "Sequential", 0.000032
430, "-O2", "Parallel", 0.082834
430, "-O2", "Built-in", 0.000178
430, "-O3", "Sequential", 0.000032
430, "-O3", "Parallel", 0.071864
430, "-O3", "Built-in", 0.000180
430, "-O1", "Sequential", 0.000035
430, "-O1", "Parallel", 0.099728
430, "-O1", "Built-in", 0.000180
430, "-O2", "Sequential", 0.000037
430, "-O2", "Parallel", 0.070907
430, "-O2", "Built-in", 0.000178
430, "-O3", "Sequential", 0.000035
430, "-O3", "Parallel", 0.080194
430, "-O3", "Built-in", 0.000188
430, "-O1", "Sequential", 0.000037
430, "-O1", "Parallel", 0.070870
430, "-O1", "Built-in", 0.000182
430, "-O2", "Sequential", 0.000036
430, "-O2", "Parallel", 0.117114
430, "-O2", "Built-in", 0.000185
430, "-O3", "Sequential", 0.000034
430, "-O3", "Parallel", 0.053092
430, "-O3", "Built-in", 0.000179
430, "-O1", "Sequential", 0.000035
430, "-O1", "Parallel", 0.061739
430, "-O1", "Built-in", 0.000186
430, "-O2", "Sequential", 0.000033
430, "-O2", "Parallel", 0.070992
430, "-O2", "Built-in", 0.000184
430, "-O3", "Sequential", 0.000033
430, "-O3", "Parallel", 0.069251
430, "-O3", "Built-in", 0.000190
430, "-O1", "Sequential", 0.000035
430, "-O1", "Parallel", 0.060904
430, "-O1", "Built-in", 0.000191
430, "-O2", "Sequential", 0.000035
430, "-O2", "Parallel", 0.067404
430, "-O2", "Built-in", 0.000205
430, "-O3", "Sequential", 0.000039
430, "-O3", "Parallel", 0.116432
430, "-O3", "Built-in", 0.000195
430, "-O1", "Sequential", 0.000036
430, "-O1", "Parallel", 0.090126
430, "-O1", "Built-in", 0.000202
430, "-O2", "Sequential", 0.000060
430, "-O2", "Parallel", 0.074035
430, "-O2", "Built-in", 0.000205
430, "-O3", "Sequential", 0.000033
430, "-O3", "Parallel", 0.078416
430, "-O3", "Built-in", 0.000200
430, "-O1", "Sequential", 0.000035
430, "-O1", "Parallel", 0.072789
430, "-O1", "Built-in", 0.000198
430, "-O2", "Sequential", 0.000037
430, "-O2", "Parallel", 0.073991
430, "-O2", "Built-in", 0.000199
430, "-O3", "Sequential", 0.000033
430, "-O3", "Parallel", 0.055329
430, "-O3", "Built-in", 0.000205
430, "-O1", "Sequential", 0.000036
430, "-O1", "Parallel", 0.086510
430, "-O1", "Built-in", 0.000204
430, "-O2", "Sequential", 0.000032
430, "-O2", "Parallel", 0.062837
430, "-O2", "Built-in", 0.000205
430, "-O3", "Sequential", 0.000046
430, "-O3", "Parallel", 0.064824
430, "-O3", "Built-in", 0.000205
430, "-O1", "Sequential", 0.000038
430, "-O1", "Parallel", 0.062545
430, "-O1", "Built-in", 0.000200
430, "-O2", "Sequential", 0.000034
430, "-O2", "Parallel", 0.065577
430, "-O2", "Built-in", 0.000205
430, "-O3", "Sequential", 0.000033
430, "-O3", "Parallel", 0.070391
430, "-O3", "Built-in", 0.000202
430, "-O1", "Sequential", 0.000035
430, "-O1", "Parallel", 0.078087
430, "-O1", "Built-in", 0.000220
430, "-O2", "Sequential", 0.000033
430, "-O2", "Parallel", 0.050341
430, "-O2", "Built-in", 0.000211
430, "-O3", "Sequential", 0.000033
430, "-O3", "Parallel", 0.085042
430, "-O3", "Built-in", 0.000209
5000000, "-O1", "Sequential", 0.852213
5000000, "-O1", "Parallel", 1.059471
5000000, "-O1", "Built-in", 1.118600
5000000, "-O2", "Sequential", 0.769594
5000000, "-O2", "Parallel", 0.840798
5000000, "-O2", "Built-in", 1.089562
5000000, "-O3", "Sequential", 0.749329
5000000, "-O3", "Parallel", 0.933117
5000000, "-O3", "Built-in", 1.162059
5000000, "-O1", "Sequential", 0.877190
5000000, "-O1", "Parallel", 1.016490
5000000, "-O1", "Built-in", 1.159595
5000000, "-O2", "Sequential", 0.750765
5000000, "-O2", "Parallel", 0.869068
5000000, "-O2", "Built-in", 1.088018
5000000, "-O3", "Sequential", 0.739300
5000000, "-O3", "Parallel", 0.870837
5000000, "-O3", "Built-in", 1.128214
5000000, "-O1", "Sequential", 0.868533
5000000, "-O1", "Parallel", 0.932643
5000000, "-O1", "Built-in", 1.186976
5000000, "-O2", "Sequential", 0.741994
5000000, "-O2", "Parallel", 0.889211
5000000, "-O2", "Built-in", 1.118162
5000000, "-O3", "Sequential", 0.757945
5000000, "-O3", "Parallel", 0.964701
5000000, "-O3", "Built-in", 1.096209
5000000, "-O1", "Sequential", 0.843487
5000000, "-O1", "Parallel", 0.987263
5000000, "-O1", "Built-in", 1.130179
5000000, "-O2", "Sequential", 0.810124
5000000, "-O2", "Parallel", 0.941493
5000000, "-O2", "Built-in", 1.135972
5000000, "-O3", "Sequential", 0.743465
5000000, "-O3", "Parallel", 0.967738
5000000, "-O3", "Built-in", 1.092959
5000000, "-O1", "Sequential", 0.899255
5000000, "-O1", "Parallel", 0.944133
5000000, "-O1", "Built-in", 1.125925
5000000, "-O2", "Sequential", 0.735774
5000000, "-O2", "Parallel", 0.941994
5000000, "-O2", "Built-in", 1.082842
5000000, "-O3", "Sequential", 0.738203
5000000, "-O3", "Parallel", 0.987920
5000000, "-O3", "Built-in", 1.128181
5000000, "-O1", "Sequential", 0.896356
5000000, "-O1", "Parallel", 0.888771
5000000, "-O1", "Built-in", 1.115440
5000000, "-O2", "Sequential", 0.738002
5000000, "-O2", "Parallel", 0.890790
5000000, "-O2", "Built-in", 1.113465
5000000, "-O3", "Sequential", 0.757311
5000000, "-O3", "Parallel", 0.848537
5000000, "-O3", "Built-in", 1.103563
5000000, "-O1", "Sequential", 0.864709
5000000, "-O1", "Parallel", 0.903376
5000000, "-O1", "Built-in", 1.152944
5000000, "-O2", "Sequential", 0.793856
5000000, "-O2", "Parallel", 0.808294
5000000, "-O2", "Built-in", 1.086476
5000000, "-O3", "Sequential", 0.738647
5000000, "-O3", "Parallel", 0.891861
5000000, "-O3", "Built-in", 1.078671
5000000, "-O1", "Sequential", 0.873263
5000000, "-O1", "Parallel", 0.887162
5000000, "-O1", "Built-in", 1.146413
5000000, "-O2", "Sequential", 0.740254
5000000, "-O2", "Parallel", 0.879557
5000000, "-O2", "Built-in", 1.094963
5000000, "-O3", "Sequential", 0.734005
5000000, "-O3", "Parallel", 0.808966
5000000, "-O3", "Built-in", 1.148235
5000000, "-O1", "Sequential", 0.848622
5000000, "-O1", "Parallel", 0.962650
5000000, "-O1", "Built-in", 1.119949
5000000, "-O2", "Sequential", 0.737707
5000000, "-O2", "Parallel", 0.973919
5000000, "-O2", "Built-in", 1.117642
5000000, "-O3", "Sequential", 0.734443
5000000, "-O3", "Parallel", 0.938289
5000000, "-O3", "Built-in", 1.089551
5000000, "-O1", "Sequential", 0.844768
5000000, "-O1", "Parallel", 1.002376
5000000, "-O1", "Built-in", 1.141660
5000000, "-O2", "Sequential", 0.733490
5000000, "-O2", "Parallel", 0.914304
5000000, "-O2", "Built-in", 1.092114
5000000, "-O3", "Sequential", 0.732565
5000000, "-O3", "Parallel", 0.920517
5000000, "-O3", "Built-in", 1.096235
4000, "-O1", "Sequential", 0.000494
4000, "-O1", "Parallel", 0.179760
4000, "-O1", "Built-in", 0.000771
4000, "-O2", "Sequential", 0.000387
4000, "-O2", "Parallel", 0.214306
4000, "-O2", "Built-in", 0.000903
4000, "-O3", "Sequential", 0.000392
4000, "-O3", "Parallel", 0.154671
4000, "-O3", "Built-in", 0.000752
4000, "-O1", "Sequential", 0.000548
4000, "-O1", "Parallel", 0.145301
4000, "-O1", "Built-in", 0.000794
4000, "-O2", "Sequential", 0.000383
4000, "-O2", "Parallel", 0.222493
4000, "-O2", "Built-in", 0.000783
4000, "-O3", "Sequential", 0.000362
4000, "-O3", "Parallel", 0.217029
4000, "-O3", "Built-in", 0.000795
4000, "-O1", "Sequential", 0.000409
4000, "-O1", "Parallel", 0.192877
4000, "-O1", "Built-in", 0.000783
4000, "-O2", "Sequential", 0.000443
4000, "-O2", "Parallel", 0.135963
4000, "-O2", "Built-in", 0.000859
4000, "-O3", "Sequential", 0.000356
4000, "-O3", "Parallel", 0.155471
4000, "-O3", "Built-in", 0.000778
4000, "-O1", "Sequential", 0.000429
4000, "-O1", "Parallel", 0.115169
4000, "-O1", "Built-in", 0.000783
4000, "-O2", "Sequential", 0.000384
4000, "-O2", "Parallel", 0.190462
4000, "-O2", "Built-in", 0.000789
4000, "-O3", "Sequential", 0.000399
4000, "-O3", "Parallel", 0.167888
4000, "-O3", "Built-in", 0.000768
4000, "-O1", "Sequential", 0.000460
4000, "-O1", "Parallel", 0.222469
4000, "-O1", "Built-in", 0.000785
4000, "-O2", "Sequential", 0.000396
4000, "-O2", "Parallel", 0.184190
4000, "-O2", "Built-in", 0.000769
4000, "-O3", "Sequential", 0.000365
4000, "-O3", "Parallel", 0.187175
4000, "-O3", "Built-in", 0.000777
4000, "-O1", "Sequential", 0.000455
4000, "-O1", "Parallel", 0.126482
4000, "-O1", "Built-in", 0.000784
4000, "-O2", "Sequential", 0.000393
4000, "-O2", "Parallel", 0.141540
4000, "-O2", "Built-in", 0.000771
4000, "-O3", "Sequential", 0.000480
4000, "-O3", "Parallel", 0.183361
4000, "-O3", "Built-in", 0.000830
4000, "-O1", "Sequential", 0.000481
4000, "-O1", "Parallel", 0.173556
4000, "-O1", "Built-in", 0.000805
4000, "-O2", "Sequential", 0.000364
4000, "-O2", "Parallel", 0.200244
4000, "-O2", "Built-in", 0.000787
4000, "-O3", "Sequential", 0.000427
4000, "-O3", "Parallel", 0.141942
4000, "-O3", "Built-in", 0.000941
4000, "-O1", "Sequential", 0.000398
4000, "-O1", "Parallel", 0.105689
4000, "-O1", "Built-in", 0.000789
4000, "-O2", "Sequential", 0.000398
4000, "-O2", "Parallel", 0.091262
4000, "-O2", "Built-in", 0.000776
4000, "-O3", "Sequential", 0.000411
4000, "-O3", "Parallel", 0.099069
4000, "-O3", "Built-in", 0.000791
4000, "-O1", "Sequential", 0.000416
4000, "-O1", "Parallel", 0.147053
4000, "-O1", "Built-in", 0.000787
4000, "-O2", "Sequential", 0.000419
4000, "-O2", "Parallel", 0.163689
4000, "-O2", "Built-in", 0.000773
4000, "-O3", "Sequential", 0.000488
4000, "-O3", "Parallel", 0.214101
4000, "-O3", "Built-in", 0.000791
4000, "-O1", "Sequential", 0.000404
4000, "-O1", "Parallel", 0.098237
4000, "-O1", "Built-in", 0.000830
4000, "-O2", "Sequential", 0.000360
4000, "-O2", "Parallel", 0.115882
4000, "-O2", "Built-in", 0.000786
4000, "-O3", "Sequential", 0.001178
4000, "-O3", "Parallel", 0.093267
4000, "-O3", "Built-in", 0.000800
